"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"FF","2023-04-08","93.4","1.87","6.12","Steele, Justin",641680,657006,"field_out","hit_into_play",,,,,1,"Jonah Heim lines out to center fielder Cody Bellinger.","R","R","L","CHC","TEX","X",8,"line_drive",1,2,2023,"0.01","1.04","-0.62","3.45",,,,0,4,"Top",115.91,66.3,,,543228,,,-6.451396262144538,-135.87179322857915,-3.4099344327091705,1.5599134838370436,29.61179009506526,-18.799009316481783,"3.44","1.64",331,"89.9",26,"93.6",2423,"6.4",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.09",0.131,0.153,"0",1,0,0,3,31,5,"4-Seam Fastball",2,1,1,2,1,2,1,2,"Standard","Standard",158,"0.028","-0.174"
"CU","2023-04-08","80.2","1.51","6.33","Steele, Justin",641680,657006,,"foul",,,,,7,"Jonah Heim lines out to center fielder Cody Bellinger.","R","R","L","CHC","TEX","S",,,1,2,2023,"-0.95","-0.93","-0.4","1.66",,,,0,4,"Top",,,,,543228,,,-2.411028340181893,-116.83703132217204,-1.8480307011559485,-8.173315529558659,23.57764765084453,-40.51185839371901,"3.44","1.64",3,"66",-31,"79.6",2830,"6",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.5",,,,,,,,31,4,"Curveball",2,1,1,2,1,2,1,2,"Standard","Standard",319,"0","0"
"FF","2023-04-08","92.4","2","6.08","Steele, Justin",641680,657006,,"swinging_strike",,,,,11,"Jonah Heim lines out to center fielder Cody Bellinger.","R","R","L","CHC","TEX","S",,,1,1,2023,"-0.13","1.09","-0.23","3.63",,,,0,4,"Top",,,,,543228,,,-5.394362257012134,-134.52240785750433,-2.8526050452907192,-0.44816228557418,27.210015897270466,-18.434679106754032,"3.44","1.64",,,,"92.7",2447,"6.3",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.23",,,,,,,,31,3,"4-Seam Fastball",2,1,1,2,1,2,1,2,"Standard","Standard",155,"0","-0.052"
"SL","2023-04-08","81.5","1.83","6.3","Steele, Justin",641680,657006,,"foul",,,,,4,"Jonah Heim lines out to center fielder Cody Bellinger.","R","R","L","CHC","TEX","S",,,1,0,2023,"-1.34","-0.07","-0.65","2.61",,,,0,4,"Top",,,,,543228,,,-2.9644468180757864,-118.60895965893006,-1.5345913602220653,-12.00958508017088,23.862673840117385,-32.73711375498621,"3.44","1.64",169,"105.4",9,"80.8",2759,"5.9",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.61",,,,,,,,31,2,"Slider",2,1,1,2,1,2,1,2,"Standard","Standard",313,"0","-0.048"
"FF","2023-04-08","90.7","1.72","6.25","Steele, Justin",641680,657006,,"ball",,,,,13,"Jonah Heim lines out to center fielder Cody Bellinger.","R","R","L","CHC","TEX","B",,,0,0,2023,"-0.24","1.09","-1.69","1.86",,,,0,4,"Top",,,,,543228,,,-7.966843565002128,-131.76291637026713,-7.335941540832974,-1.163286577044351,26.266666398160947,-18.10816250514161,"3.37","1.59",,,,"90.2",2571,"6",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.55",,,,,,,,31,1,"4-Seam Fastball",2,1,1,2,1,2,1,2,"Standard","Standard",162,"0","0.037"
"SL","2023-04-08","84.8","1.8","6.18","Steele, Justin",641598,657006,"strikeout","swinging_strike",,,,,13,"Mitch Garver strikes out swinging.","R","R","L","CHC","TEX","S",2,,0,2,2023,"-1.36","-0.05","-1.2","1.83",,666969,673962,2,3,"Top",,,,,543228,,,-4.289107453456413,-123.44725676886641,-3.7324725381368777,-13.069838846779412,24.24589707770754,-32.162778072135765,"3.54","1.68",,,,"84.6",2767,"6.1",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.4",,,"0",1,0,0,,24,3,"Slider",1,1,1,1,1,1,1,1,"Standard","Standard",315,"0.048","-0.315"
"FF","2023-04-08","93.1","1.83","6.07","Steele, Justin",641598,657006,,"foul",,,,,1,"Mitch Garver strikes out swinging.","R","R","L","CHC","TEX","S",,,0,1,2023,"0.17","1.29","-0.58","3.48",,666969,673962,2,3,"Top",,,,,543228,,,-6.581598771326045,-135.4792028917022,-3.770492048763857,3.4886502141629574,27.68969021521644,-15.63950881696332,"3.54","1.68",146,"80",11,"93.6",2412,"6.4",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.07",,,,,,,,24,2,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",158,"0","-0.097"
"FF","2023-04-08","93.6","1.79","6.07","Steele, Justin",641598,657006,,"foul",,,,,4,"Mitch Garver strikes out swinging.","R","R","L","CHC","TEX","S",,,0,0,2023,"0.15","1.34","-0.39","2.64",,666969,673962,2,3,"Top",,,,,543228,,,-5.96316031017885,-136.2086951206781,-6.1305983293382,3.138363936585297,28.046464969946886,-14.270162578690368,"3.54","1.68",213,"75.3",44,"94.1",2328,"6.4",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.08",,,,,,,,24,1,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",153,"0","-0.06"
"FF","2023-04-08","93.9","1.97","6.05","Steele, Justin",543257,657006,"field_out","hit_into_play",,,,,1,"Robbie Grossman pops out to second baseman Nico Hoerner on the infield fly rule.","R","R","L","CHC","TEX","X",4,"popup",1,2,2023,"-0.24","1.05","-0.44","3.11",,666969,673962,1,3,"Top",130.64,124.03,,,543228,,,-5.690593179188072,-136.71340842881713,-4.23942765807262,-1.854914751505997,28.933698899827668,-18.29522895769855,"3.05","1.44",191,"72.4",50,"94.1",2412,"6.3",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.19",0.143,0.143,"0",1,0,0,3,23,4,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",155,"0.049","-0.346"
"FF","2023-04-08","91.3","1.75","6.13","Steele, Justin",543257,657006,,"foul",,,,,5,"Robbie Grossman pops out to second baseman Nico Hoerner on the infield fly rule.","R","R","L","CHC","TEX","S",,,1,1,2023,"-0.3","0.77","0.25","2.41",,666969,673962,1,3,"Top",,,,,543228,,,-3.124009268190036,-133.02465039709102,-5.169416886067136,-2.9627609335091787,26.683994174717363,-22.090747181319145,"3.05","1.44",194,"72.1",30,"91.1",2346,"6",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.53",,,,,,,,23,3,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",175,"0","-0.108"
"SL","2023-04-08","83","1.63","6.16","Steele, Justin",543257,657006,,"ball",,,,,13,"Robbie Grossman pops out to second baseman Nico Hoerner on the infield fly rule.","R","R","L","CHC","TEX","B",,,0,1,2023,"-1.72","-0.25","-1.31","1.15",,666969,673962,1,3,"Top",,,,,543228,,,-3.3493913572325864,-120.79190485232951,-4.413437909247352,-16.00511373741097,25.72823161850762,-33.92919184095009,"2.92","1.42",,,,"82.3",2629,"6",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.5",,,,,,,,23,2,"Slider",1,1,1,1,1,1,1,1,"Standard","Standard",315,"0","0.076"
"FF","2023-04-08","93.5","1.7","6.16","Steele, Justin",543257,657006,,"foul",,,,,2,"Robbie Grossman pops out to second baseman Nico Hoerner on the infield fly rule.","R","R","L","CHC","TEX","S",,,0,0,2023,"-0.01","1.38","-0.23","2.99",,666969,673962,1,3,"Top",,,,,543228,,,-4.91075957140958,-136.02057242758013,-5.458567789348008,0.9374397674976944,28.69378974032896,-13.973982876939758,"3.05","1.44",146,"75.5",17,"93.2",2508,"6",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.46",,,,,,,,23,1,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",161,"0","-0.08"
"FF","2023-04-08","92.8","1.81","6.17","Steele, Justin",673962,657006,"single","hit_into_play",,,,,1,"Josh Jung singles on a line drive to right fielder Patrick Wisdom.   Corey Seager scores.    Adolis Garcia to 2nd.","R","R","L","CHC","TEX","X",9,"line_drive",0,1,2023,"-0.1","0.89","-0.35","3.32",608369,,666969,1,3,"Top",173.63,118.51,,,543228,,,-5.309738413103318,-135.17531545917828,-3.523254555681674,-0.16360004199575973,26.62142861459255,-20.61493990392582,"3.65","1.73",234,"77.9",23,"93",2519,"6.1",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.35",0.769,0.702,"0.9",1,1,0,4,22,2,"4-Seam Fastball",1,0,0,1,1,1,1,1,"Standard","Standard",166,"-0.085","0.919"
"SL","2023-04-08","82.8","1.69","6.16","Steele, Justin",673962,657006,,"foul_tip",,,,,7,"Josh Jung singles on a line drive to right fielder Patrick Wisdom.   Corey Seager scores.    Adolis Garcia to 2nd.","R","R","L","CHC","TEX","S",,,0,0,2023,"-1.31","-0.25","-0.69","1.91",608369,,666969,1,3,"Top",,,,,543228,,,-2.887259716975366,-120.51967006320575,-2.6974593453946967,-12.093750510846728,24.675052080250108,-34.23893004229898,"3.65","1.73",,,,"82.3",2707,"6",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.46",,,,,,,,22,1,"Slider",1,0,0,1,0,1,0,1,"Standard","Standard",314,"0","-0.074"
"FF","2023-04-08","91.4","1.79","6.15","Steele, Justin",666969,657006,"walk","ball",,,,,11,"Adolis Garcia walks.","R","R","L","CHC","TEX","B",,,3,1,2023,"-0.16","0.85","-0.61","3.52",608369,,,1,3,"Top",,,,,543228,,,-5.700833844636778,-133.08491042928034,-2.637947969673186,-0.8660319144983419,25.7518115023877,-21.718590398402593,"3.13","1.57",,,,"91.9",2412,"6.4",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.14",,,"0.7",1,0,0,,21,5,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Strategic","Standard",168,"-0.019","0.178"
"FF","2023-04-08","91.6","1.75","6.19","Steele, Justin",666969,657006,,"called_strike",,,,,1,"Adolis Garcia walks.","R","R","L","CHC","TEX","S",,,3,0,2023,"-0.19","0.86","-0.37","3.17",608369,,,1,3,"Top",,,,,543228,,,-4.934629131601211,-133.49179887500932,-3.685057391353266,-1.3628998949609916,25.838349893598316,-21.30729959765066,"3.13","1.54",,,,"92.1",2452,"6.3",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.25",,,,,,,,21,4,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Strategic","Standard",170,"0","-0.122"
"FF","2023-04-08","92.2","1.84","6.2","Steele, Justin",666969,657006,,"ball",,,,,12,"Adolis Garcia walks.","R","R","L","CHC","TEX","B",,,2,0,2023,"-0.22","0.97","0.99","4.06",608369,,,1,3,"Top",,,,,543228,,,-1.6878915300223296,-134.32810752127222,-1.7764885216683508,-2.3879716666931943,26.92755615502051,-20.199881417740585,"3.13","1.56",,,,"92.5",2439,"6.2",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.25",,,,,,,,21,3,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Strategic","Standard",162,"0","0.12"
"SL","2023-04-08","82.7","1.82","6.22","Steele, Justin",666969,657006,,"ball",,,,,11,"Adolis Garcia walks.","R","R","L","CHC","TEX","B",,,1,0,2023,"-1.53","-0.01","-0.17","3.89",608369,,,1,3,"Top",,,,,543228,,,-1.5334392217258261,-120.4051700671428,1.20780356630247,-14.502073955204688,25.228291684938327,-32.713224488854216,"3.24","1.47",,,,"81.9",2746,"5.9",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.58",,,,,,,,21,2,"Slider",1,0,0,1,0,1,0,1,"Strategic","Standard",310,"0","0.048"
"FF","2023-04-08","92","1.62","6.28","Steele, Justin",666969,657006,,"ball",,,,,11,"Adolis Garcia walks.","R","R","L","CHC","TEX","B",,,0,0,2023,"-0.14","0.87","-0.12","4.35",608369,,,1,3,"Top",,,,,543228,,,-4.0971633497264,-134.11110618517392,-0.9990041261946561,-0.8244999385175097,27.020766455464678,-21.63112027479135,"3.2","1.56",,,,"91.8",2424,"5.9",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.57",,,,,,,,21,1,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Strategic","Standard",168,"0","0.016"
"FF","2023-04-08","91.8","1.66","6.19","Steele, Justin",663993,657006,"field_out","hit_into_play",,,,,6,"Nathaniel Lowe flies out sharply to left fielder Ian Happ.   Corey Seager to 3rd.","R","L","L","CHC","TEX","X",7,"fly_ball",0,0,2023,"-0.07","1.2","0.37","2.55",,608369,,0,3,"Top",78.78,86.21,,,543228,,,-3.1120992414735094,-133.61972274002588,-5.979021726160005,-0.21927984802925274,26.769948708512867,-16.73243294395615,"3.51","1.65",303,"100.6",45,"91.9",2525,"6.2",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.3",0.066,0.122,"0",1,0,0,3,20,1,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard",163,"0.015","-0.367"
"FF","2023-04-08","91.1","1.8","6.17","Steele, Justin",608369,657006,"double","hit_into_play",,,,,5,"Corey Seager doubles (2) on a sharp line drive to left fielder Ian Happ.","R","L","L","CHC","TEX","X",7,"line_drive",0,0,2023,"-0.12","0.82","0.19","2.36",,,,0,3,"Top",84.62,62.41,,,543228,,,-3.786196619722374,-132.62062203301306,-5.44537097695824,-0.5518139044150662,28.5008537532495,-21.5170768489521,"3.53","1.59",307,"106.8",16,"91.2",2388,"6.3",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.18",0.614,0.688,"1.25",1,1,1,5,19,1,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Strategic","Standard",161,"-0.071","0.63"
"FF","2023-04-08","92.7","1.88","6.14","Steele, Justin",543760,657006,"field_out","hit_into_play",,,,,5,"Marcus Semien pops out to second baseman Nico Hoerner.","R","R","L","CHC","TEX","X",4,"popup",1,1,2023,"0.01","0.98","-0.02","2.62",,641598,641680,2,2,"Top",163.36,149.57,,,543228,,,-4.8603076154177325,-134.93063935429484,-5.397619576761302,1.0550869002317897,27.323934139519796,-19.177277485031755,"3.34","1.65",158,"88.1",63,"92.9",2445,"6.2",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.27",0.014,0.016,"0",1,0,0,3,14,3,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard",162,"0.047","-0.44"
"FF","2023-04-08","94.1","1.87","6.07","Steele, Justin",543760,657006,,"ball",,,,,11,"Marcus Semien pops out to second baseman Nico Hoerner.","R","R","L","CHC","TEX","B",,,0,1,2023,"-0.06","1.07","-0.13","4.72",,641598,641680,2,2,"Top",,,,,543228,,,-5.064486517409978,-137.04276331243474,-0.21970361562856805,0.359218981195884,28.917750937574354,-18.81023944705001,"3.18","1.58",,,,"94",2542,"6.1",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.41",,,,,,,,14,2,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard",165,"0","0.031"
"FF","2023-04-08","93","1.94","6.11","Steele, Justin",543760,657006,,"swinging_strike",,,,,1,"Marcus Semien pops out to second baseman Nico Hoerner.","R","R","L","CHC","TEX","S",,,0,0,2023,"-0.26","0.88","-0.6","2.85",,641598,641680,2,2,"Top",,,,,543228,,,-5.964676074169131,-135.47872169740543,-4.597263730122238,-2.0964476208362703,26.14793607699384,-20.492728129490732,"3.34","1.65",,,,"93.6",2459,"6.3",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.18",,,,,,,,14,1,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard",173,"0","-0.06"
"SL","2023-04-08","83.3","1.69","6.21","Steele, Justin",677649,657006,"strikeout","swinging_strike",,,,,7,"Ezequiel Duran strikes out swinging.","R","R","L","CHC","TEX","S",2,,0,2,2023,"-1.16","-0.6","-0.74","1.95",,641598,641680,1,2,"Top",,,,,543228,,,-3.2831083332416755,-121.23961585501736,-2.115526083728064,-10.748183301633448,24.77463606055974,-37.90608443813093,"3.32","1.57",,,,"82.9",2671,"6.1",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.36",,,"0",1,0,0,,13,3,"Slider",1,0,0,1,0,1,0,1,"Standard","Standard",316,"0.048","-0.286"
"FF","2023-04-08","94.2","1.83","6.06","Steele, Justin",677649,657006,,"foul",,,,,4,"Ezequiel Duran strikes out swinging.","R","R","L","CHC","TEX","S",,,0,1,2023,"-0.07","0.94","-0.31","2.77",,641598,641680,1,2,"Top",,,,,543228,,,-5.373125041005913,-137.16394080036517,-5.002943776587633,0.05853604432704623,25.3844334301358,-19.44886361529957,"3.32","1.57",14,"95",-10,"94.6",2487,"6.1",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.36",,,,,,,,13,2,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard",164,"0","-0.101"
"FF","2023-04-08","93","1.84","6.07","Steele, Justin",677649,657006,,"called_strike",,,,,5,"Ezequiel Duran strikes out swinging.","R","R","L","CHC","TEX","S",,,0,0,2023,"-0.12","0.93","0.19","2.29",,641598,641680,1,2,"Top",,,,,543228,,,-3.9473848882923512,-135.3911101651922,-6.0155916235143225,-0.7798376481133403,26.328921910475476,-19.601535961545682,"3.18","1.47",,,,"93.2",2414,"6.2",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.34",,,,,,,,13,1,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard",160,"0","-0.08"
"FF","2023-04-08","93.5","1.86","6.06","Steele, Justin",641680,657006,"single","hit_into_play",,,,,8,"Jonah Heim singles on a ground ball to second baseman Nico Hoerner.   Mitch Garver to 2nd.","R","R","L","CHC","TEX","X",4,"ground_ball",1,2,2023,"-0.02","0.84","-0.23","2.18",,,641598,1,2,"Top",128.84,184.6,,,543228,,,-5.357194218847275,-136.00458274935525,-6.141689327307455,0.8577835944725342,27.944657814281342,-20.60909385136313,"3.44","1.64",2,"81.3",-43,"93.7",2556,"6.3",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.22",0.1,0.1,"0.9",1,1,0,2,12,4,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard",166,"-0.04","0.571"
"FF","2023-04-08","93.9","1.81","6.11","Steele, Justin",641680,657006,,"called_strike",,,,,5,"Jonah Heim singles on a ground ball to second baseman Nico Hoerner.   Mitch Garver to 2nd.","R","R","L","CHC","TEX","S",,,1,1,2023,"0.03","1.25","0.26","2.42",,,641598,1,2,"Top",,,,,543228,,,-4.083869392608188,-136.53502051903246,-6.587931986746593,1.3061424033167914,30.481165060426196,-15.285967092410628,"3.44","1.62",,,,"93.9",2468,"6.4",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.11",,,,,,,,12,3,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard",163,"0","-0.06"
"FF","2023-04-08","92.9","1.8","6.13","Steele, Justin",641680,657006,,"foul",,,,,2,"Jonah Heim singles on a ground ball to second baseman Nico Hoerner.   Mitch Garver to 2nd.","R","R","L","CHC","TEX","S",,,1,0,2023,"0","1.28","-0.18","3.26",,,641598,1,2,"Top",,,,,543228,,,-5.044091473252924,-135.23960576839374,-4.390176927734056,1.050897330926879,28.214522943569566,-15.67991236376768,"3.44","1.64",232,"82.2",25,"92.8",2446,"6.1",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.38",,,,,,,,12,2,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard",164,"0","-0.066"
"FF","2023-04-08","92.1","1.77","6.21","Steele, Justin",641680,657006,,"ball",,,,,11,"Jonah Heim singles on a ground ball to second baseman Nico Hoerner.   Mitch Garver to 2nd.","R","R","L","CHC","TEX","B",,,0,0,2023,"-0.03","1.07","-0.86","3.42",,,641598,1,2,"Top",,,,,543228,,,-6.63479990649804,-134.03611670962638,-3.6160049604313977,0.9979752097246282,27.047773887034296,-18.610305593522067,"3.47","1.6",,,,"92.6",2381,"6.4",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.08",,,,,,,,12,1,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard",172,"0","0.043"
"FF","2023-04-08","92.9","1.72","6.19","Steele, Justin",641598,657006,"walk","ball",,,,,11,"Mitch Garver walks.","R","R","L","CHC","TEX","B",,,3,1,2023,"0.1","1.24","-1.17","3.66",,,,1,2,"Top",,,,,543228,,,-7.605419507198762,-135.17406119163653,-3.439703959837254,2.8061143127506627,28.838500096636604,-16.41028915122937,"3.33","1.58",,,,"92.9",2409,"6.2",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.26",,,"0.7",1,0,0,,11,5,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard",166,"-0.027","0.164"
"SL","2023-04-08","83.1","1.71","6.23","Steele, Justin",641598,657006,,"ball",,,,,13,"Mitch Garver walks.","R","R","L","CHC","TEX","B",,,2,1,2023,"-1.06","-0.32","-0.49","1.19",,,,1,2,"Top",,,,,543228,,,-2.9538717559993395,-120.89368128225179,-4.370812380638959,-9.67570984431184,25.24139537390187,-34.60523150217709,"3.35","1.45",,,,"82.5",2773,"6.1",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.42",,,,,,,,11,4,"Slider",1,0,0,1,0,1,0,1,"Standard","Standard",315,"0","0.076"
"FF","2023-04-08","93.1","1.75","6.15","Steele, Justin",641598,657006,,"ball",,,,,11,"Mitch Garver walks.","R","R","L","CHC","TEX","B",,,1,1,2023,"-0.11","1.02","-1.82","2.71",,,,1,2,"Top",,,,,543228,,,-8.886084232815753,-135.30925616447345,-5.263155660153709,0.6096643752725515,29.034210503134194,-18.66506692817292,"3.38","1.54",,,,"92.7",2499,"6.1",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.44",,,,,,,,11,3,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard",158,"0","0.033"
"FF","2023-04-08","91.4","1.92","6.13","Steele, Justin",641598,657006,,"called_strike",,,,,6,"Mitch Garver walks.","R","R","L","CHC","TEX","S",,,1,0,2023,"-0.07","0.85","0.54","2.42",,,,1,2,"Top",,,,,543228,,,-3.2990556487248988,-132.99742589228748,-5.305365994629966,-0.1466558488856073,28.301556332512092,-21.109662542378068,"3.4","1.54",,,,"91",2466,"6",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.5",,,,,,,,11,2,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard",177,"0","-0.033"
"SL","2023-04-08","83.4","1.68","6.23","Steele, Justin",641598,657006,,"ball",,,,,13,"Mitch Garver walks.","R","R","L","CHC","TEX","B",,,0,0,2023,"-1.27","0.03","-1.18","0.9",,,,1,2,"Top",,,,,543228,,,-4.049567789032555,-121.28946739396788,-5.838294084503152,-11.697127220650835,24.483961343675215,-30.870036389622197,"3.38","1.6",,,,"82.9",2756,"6.1",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.44",,,,,,,,11,1,"Slider",1,0,0,1,0,1,0,1,"Standard","Standard",319,"0","0.026"
"FF","2023-04-08","92.1","1.76","6.18","Steele, Justin",543257,657006,"field_out","hit_into_play",,,,,1,"Robbie Grossman pops out to second baseman Nico Hoerner.","R","R","L","CHC","TEX","X",4,"popup",2,1,2023,"-0.22","0.94","-0.41","3.07",,,,0,2,"Top",134.75,161.74,,,543228,,,-5.0111816763575305,-134.15377007674385,-4.11527721549847,-1.6834482030339177,27.375768322175677,-20.172090217100546,"3.05","1.44",102,"92.1",69,"91.9",2435,"6",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.48",0.011,0.011,"0",1,0,0,3,10,4,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard",173,"0.024","-0.275"
"SL","2023-04-08","82.4","1.72","6.29","Steele, Justin",543257,657006,,"ball",,,,,11,"Robbie Grossman pops out to second baseman Nico Hoerner.","R","R","L","CHC","TEX","B",,,1,1,2023,"-1.35","-0.15","-0.53","3.29",,,,0,2,"Top",,,,,543228,,,-2.4750056554185704,-119.98805322480874,-0.018413078380892456,-12.599149732602926,23.33281074819033,-33.83609140235614,"2.78","1.34",,,,"81.9",2660,"5.9",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.57",,,,,,,,10,3,"Slider",1,0,0,1,0,1,0,1,"Standard","Standard",313,"0","0.05"
"FF","2023-04-08","92.5","1.84","6.2","Steele, Justin",543257,657006,,"foul",,,,,5,"Robbie Grossman pops out to second baseman Nico Hoerner.","R","R","L","CHC","TEX","S",,,1,0,2023,"-0.13","0.97","-0.14","2.38",,,,0,2,"Top",,,,,543228,,,-4.758112545965181,-134.68681619037136,-6.104116095527994,-0.6744450593109057,27.400221137154357,-19.195317600993533,"3.05","1.44",163,"77.7",68,"92.8",2424,"6.3",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.21",,,,,,,,10,2,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Strategic","Standard",166,"0","-0.048"
"FF","2023-04-08","91.6","1.83","6.36","Steele, Justin",543257,657006,,"ball",,,,,11,"Robbie Grossman pops out to second baseman Nico Hoerner.","R","R","L","CHC","TEX","B",,,0,0,2023,"0.02","1.46","-0.13","3.41",,,,0,2,"Top",,,,,543228,,,-4.949596822378676,-133.30166180159554,-4.679317423988577,1.3533328605113835,29.397044731854418,-14.013206652048611,"2.82","1.36",,,,"90.9",2433,"5.9",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.6",,,,,,,,10,1,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Strategic","Standard",163,"0","0.037"
"FF","2023-04-08","91.9","1.8","6.24","Steele, Justin",673962,657006,"field_out","hit_into_play",,,,,13,"Josh Jung grounds out softly, pitcher Justin Steele to first baseman Trey Mancini.","R","R","L","CHC","TEX","X",1,"ground_ball",2,1,2023,"-0.18","0.95","-1.25","2.55",608369,,666969,2,1,"Top",126.49,177.5,,,543228,,,-7.358913019985487,-133.57435307546373,-5.551786376565282,-0.5659905141872528,29.04142435360476,-19.729494298229252,"3.65","1.73",41,"47.3",4,"92.1",2589,"6.5",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"53.98",0.14,0.126,"0",1,0,0,1,5,4,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",173,"0.047","-0.569"
