"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"FF","2023-04-08","93.4","1.75","6.19","Steele, Justin",673962,657006,,"ball",,,,,13,"Josh Jung grounds out softly, pitcher Justin Steele to first baseman Trey Mancini.","R","R","L","CHC","TEX","B",,,1,1,2023,"-0.16","1.06","-2.13","2.12",608369,,666969,2,1,"Top",,,,,543228,,,-9.646463225420971,-135.63270369464848,-7.068674181982137,0.1218713137394952,29.604679333947956,-17.63056910495332,"3.44","1.54",,,,"93.5",2601,"6.5",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.04",,,,,,,,5,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",161,"0","0.067"
"SL","2023-04-08","83.7","1.86","6.25","Steele, Justin",673962,657006,,"ball",,,,,9,"Josh Jung grounds out softly, pitcher Justin Steele to first baseman Trey Mancini.","R","R","L","CHC","TEX","B",,,0,1,2023,"-1.34","0.2","0.45","1.7",608369,,666969,2,1,"Top",,,,,543228,,,-0.5994479505929173,-121.82810673905007,-4.47275627665881,-13.184496006124586,24.206305963054415,-29.468691212928746,"3.53","1.58",,,,"83.3",2771,"6.1",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.43",,,,,,,,5,2,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",309,"0","0.051"
"SI","2023-04-08","93.8","1.95","6.24","Steele, Justin",673962,657006,,"called_strike",,,,,13,"Josh Jung grounds out softly, pitcher Justin Steele to first baseman Trey Mancini.","R","R","L","CHC","TEX","S",,,0,0,2023,"0.28","1.42","-0.89","2.05",608369,,666969,2,1,"Top",,,,,543228,,,-7.886204090720536,-136.1626040787094,-8.160768645038992,5.205378930988153,30.813677502450474,-12.914822513447877,"3.6","1.62",,,,"93.1",2554,"6.1",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.4",,,,,,,,5,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",160,"0","-0.085"
"FF","2023-04-08","92.9","1.9","6.17","Steele, Justin",666969,657006,"force_out","hit_into_play",,,,,4,"Adolis Garcia grounds into a force out, fielded by shortstop Dansby Swanson.   Corey Seager to 3rd.    Nathaniel Lowe out at 2nd.    Adolis Garcia to 1st.","R","R","L","CHC","TEX","X",6,"ground_ball",1,0,2023,"-0.11","1.06","-0.29","2.83",,608369,663993,1,1,"Top",114.63,153.13,,,543228,,,-5.373656443089196,-135.19447508728402,-5.141300292804576,-0.3299295659885683,26.614541137179977,-18.236372927110644,"3.43","1.74",16,"68.6",-8,"93.3",2493,"6.3",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.2",0.066,0.059,"0",1,0,0,2,4,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",169,"0.038","-0.708"
"FF","2023-04-08","91.4","1.96","6.19","Steele, Justin",666969,657006,,"ball",,,,,11,"Adolis Garcia grounds into a force out, fielded by shortstop Dansby Swanson.   Corey Seager to 3rd.    Nathaniel Lowe out at 2nd.    Adolis Garcia to 1st.","R","R","L","CHC","TEX","B",,,0,0,2023,"-0.22","0.76","-0.13","3.78",,608369,663993,1,1,"Top",,,,,543228,,,-4.775550103487534,-133.1021839571185,-1.8833110795516388,-1.7374732724219824,26.329699298949993,-22.879716878753868,"3.15","1.47",,,,"91.7",2432,"6.3",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.25",,,,,,,,4,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",173,"0","0.087"
"SL","2023-04-08","82.1","1.66","6.18","Steele, Justin",663993,657006,"walk","ball",,,,,13,"Nathaniel Lowe walks.   Corey Seager to 2nd.","R","L","L","CHC","TEX","B",,,3,2,2023,"-1.29","-0.32","-0.85","1.08",,,608369,1,1,"Top",,,,,543228,,,-3.1680957868479305,-119.45050035890921,-4.350995171709247,-11.679755379088737,24.269484105238195,-34.554311585382486,"3.11","1.42",,,,"81.7",2541,"6.2",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.33",,,"0.7",1,0,0,,3,8,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",320,"-0.035","0.301"
"FF","2023-04-08","93.4","1.89","6.13","Steele, Justin",663993,657006,,"foul",,,,,2,"Nathaniel Lowe walks.   Corey Seager to 2nd.","R","L","L","CHC","TEX","S",,,3,2,2023,"-0.23","0.96","0","3.44",,,608369,1,1,"Top",,,,,543228,,,-4.37844721802648,-136.03049441258267,-3.3474227435078467,-1.9741244652748182,28.793327890187804,-19.73447872571035,"3.51","1.65",,,,"94.1",2315,"6.6",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"53.94",,,,,,,,3,7,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",167,"0","0"
"SI","2023-04-08","91.8","1.7","6.28","Steele, Justin",663993,657006,,"ball",,,,,12,"Nathaniel Lowe walks.   Corey Seager to 2nd.","R","L","L","CHC","TEX","B",,,2,2,2023,"0.39","1.24","0.27","4.58",,,608369,1,1,"Top",,,,,543228,,,-4.414106075703463,-133.69714192714628,-1.1166522020091234,5.584458995876256,29.300245639862236,-17.259941150089226,"3.24","1.49",,,,"91.3",2375,"6",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.54",,,,,,,,3,6,"Sinker",0,0,0,0,0,0,0,0,"Strategic","Standard",183,"0","0.107"
"SL","2023-04-08","81.3","1.74","6.22","Steele, Justin",663993,657006,,"foul",,,,,4,"Nathaniel Lowe walks.   Corey Seager to 2nd.","R","L","L","CHC","TEX","S",,,2,2,2023,"-1.43","-0.36","-0.4","2.53",,,608369,1,1,"Top",,,,,543228,,,-2.0605373401222744,-118.4835510436642,-0.9966580521966155,-13.062245547664128,22.949693299410235,-35.54640831541818,"3.51","1.65",197,"70.7",52,"81.1",2534,"6.1",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.39",,,,,,,,3,5,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",312,"0","0"
"SL","2023-04-08","83.5","1.55","6.18","Steele, Justin",663993,657006,,"blocked_ball",,,,,13,"Nathaniel Lowe walks.   Corey Seager to 2nd.","R","L","L","CHC","TEX","B",,,1,2,2023,"-1.91","-0.53","-1.91","-1.01",,,608369,1,1,"Top",,,,,543228,,,-4.192020634154042,-121.25695040000124,-8.931410699386456,-17.696356066023487,27.051785672395155,-35.57651010174233,"3.2","1.49",,,,"82.6",2861,"6.1",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.37",,,,,,,,3,4,"Slider",0,0,0,0,0,0,0,0,"Strategic","Standard",320,"0","0.054"
"FF","2023-04-08","92.6","1.87","6.27","Steele, Justin",663993,657006,,"swinging_strike",,,,,2,"Nathaniel Lowe walks.   Corey Seager to 2nd.","R","L","L","CHC","TEX","S",,,1,1,2023,"-0.31","1.42","-0.12","3.1",,,608369,1,1,"Top",,,,,543228,,,-4.433087868720608,-134.8786661536934,-5.464076470050869,-2.922176052257251,26.199756469854893,-13.843637320344595,"3.51","1.65",,,,"93.1",2526,"6.3",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.21",,,,,,,,3,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Strategic","Standard",165,"0","-0.06"
"SL","2023-04-08","81.8","1.72","6.25","Steele, Justin",663993,657006,,"called_strike",,,,,4,"Nathaniel Lowe walks.   Corey Seager to 2nd.","R","L","L","CHC","TEX","S",,,1,0,2023,"-1.58","-0.03","-0.53","2.03",,,608369,1,1,"Top",,,,,543228,,,-2.011550699825461,-119.20337787918075,-2.8839108606854063,-14.63514596706978,23.700223191732682,-32.09176676639931,"3.15","1.36",,,,"81.5",2575,"6.1",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.44",,,,,,,,3,2,"Slider",0,0,0,0,0,0,0,0,"Strategic","Standard",330,"0","-0.066"
"FF","2023-04-08","92.7","1.76","6.23","Steele, Justin",663993,657006,,"ball",,,,,11,"Nathaniel Lowe walks.   Corey Seager to 2nd.","R","L","L","CHC","TEX","B",,,0,0,2023,"-0.22","1.31","-1.5","2.76",,,608369,1,1,"Top",,,,,543228,,,-7.82799339798505,-134.76404362244642,-5.968850664484273,-1.1885651766166696,25.773802224530737,-15.037075450046308,"3.15","1.45",,,,"92.9",2499,"6.2",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.31",,,,,,,,3,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",166,"0","0.043"
"SI","2023-04-08","91.6","1.55","6.36","Steele, Justin",608369,657006,"single","hit_into_play",,,,,8,"Corey Seager singles on a ground ball to right fielder Patrick Wisdom.","R","L","L","CHC","TEX","X",9,"ground_ball",0,0,2023,"0.43","1.05","-0.12","2.08",,,,1,1,"Top",148.05,98.01,,,543228,,,-5.127856206542485,-133.26548740367187,-7.256749041521877,6.104789454203517,24.997078056395118,-18.35255926362036,"3.53","1.59",141,"88.5",10,"91.7",2472,"6.1",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.43",0.566,0.509,"0.9",1,1,0,4,2,1,"Sinker",0,0,0,0,0,0,0,0,"Strategic","Standard",173,"-0.025","0.264"
"FF","2023-04-08","94.3","2","6.18","Steele, Justin",543760,657006,"field_out","hit_into_play",,,,,11,"Marcus Semien grounds out, third baseman Nick Madrigal to first baseman Trey Mancini.","R","R","L","CHC","TEX","X",5,"ground_ball",0,2,2023,"-0.1","1.05","-1.12","3.11",,,,0,1,"Top",100.18,168.04,,,543228,,,-7.885705919228899,-137.16627028654182,-4.686891415922172,0.36466384390025935,29.02142742433865,-17.990206711335734,"3.34","1.65",93,"52.5",8,"94.8",2500,"6.5",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.02",0.109,0.098,"0",1,0,0,1,1,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Strategic","Standard",168,"0.022","-0.151"
"FF","2023-04-08","93","1.8","6.21","Steele, Justin",543760,657006,,"swinging_strike",,,,,11,"Marcus Semien grounds out, third baseman Nick Madrigal to first baseman Trey Mancini.","R","R","L","CHC","TEX","S",,,0,1,2023,"-0.03","1.14","-0.78","3.5",,,,0,1,"Top",,,,,543228,,,-6.526734937765033,-135.3899233216365,-3.702265082815928,1.0269342370270969,28.513424870465375,-17.472906949081416,"3.34","1.65",,,,"92.8",2422,"6",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.46",,,,,,,,1,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",166,"0","-0.048"
"FF","2023-04-08","91.1","1.87","6.33","Steele, Justin",543760,657006,,"called_strike",,,,,3,"Marcus Semien grounds out, third baseman Nick Madrigal to first baseman Trey Mancini.","R","R","L","CHC","TEX","S",,,0,0,2023,"-0.05","1.12","0.69","2.81",,,,0,1,"Top",,,,,543228,,,-2.871513885493648,-132.68154450437575,-5.383532929545437,-0.016959608805306663,26.155934414968932,-18.047672677627567,"3.2","1.54",,,,"91.3",2378,"6.2",718669,657006,543228,641820,663538,663611,621020,664023,641355,621550,"54.31",,,,,,,,1,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Strategic","Standard",170,"0","-0.038"
"FF","2023-04-01","92.8","1.71","5.93","Steele, Justin",592885,657006,"strikeout","foul_tip",,,,,11,"Christian Yelich strikes out on a foul tip.","R","L","L","CHC","MIL","S",2,,2,2,2023,"0.14","1.06","-0.37","3.47",,,,2,6,"Top",,,,,571466,,,-5.664013992246839,-134.98886810110804,-2.804608832032815,2.9604729744672236,30.289724138376272,-18.87571480733643,"3.26","1.64",,,,"93.2",2248,"6.6",718758,657006,571466,543333,663538,663611,621020,664023,641355,641820,"53.88",,,"0",1,0,0,,39,6,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Strategic","Standard",171,"0.016","-0.09"
"SL","2023-04-01","82","1.59","6.18","Steele, Justin",592885,657006,,"foul",,,,,1,"Christian Yelich strikes out on a foul tip.","R","L","L","CHC","MIL","S",,,2,2,2023,"-1.47","0.27","-0.72","3.03",,,,2,6,"Top",,,,,571466,,,-2.379169498624304,-119.34000895035369,-1.0431416084649585,-13.497429727420673,24.530189386364825,-29.606809546150817,"3.26","1.64",210,"82.6",55,"81.8",2766,"6.3",718758,657006,571466,543333,663538,663611,621020,664023,641355,641820,"54.22",,,,,,,,39,5,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",315,"0","0"
"SL","2023-04-01","83","1.75","6.1","Steele, Justin",592885,657006,,"ball",,,,,12,"Christian Yelich strikes out on a foul tip.","R","L","L","CHC","MIL","B",,,1,2,2023,"-1.74","-0.07","1.1","3.6",,,,2,6,"Top",,,,,571466,,,1.9253517434627971,-120.85048952338984,0.9450281894651411,-17.31786653640032,25.85734530264661,-33.29425692484997,"3.31","1.67",,,,"82.7",2815,"6.2",718758,657006,571466,543333,663538,663611,621020,664023,641355,641820,"54.25",,,,,,,,39,4,"Slider",0,0,0,0,0,0,0,0,"Strategic","Standard",314,"0","0.017"
"FF","2023-04-01","91.5","1.74","5.98","Steele, Justin",592885,657006,,"called_strike",,,,,2,"Christian Yelich strikes out on a foul tip.","R","L","L","CHC","MIL","S",,,1,1,2023,"-0.21","0.87","-0.16","3.21",,,,2,6,"Top",,,,,571466,,,-4.352264426914983,-133.17658643870087,-3.011446943737687,-1.5438500828608246,28.49804239596939,-21.34237631750534,"3.28","1.69",,,,"92",2428,"6.6",718758,657006,571466,543333,663538,663611,621020,664023,641355,641820,"53.93",,,,,,,,39,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Strategic","Standard",171,"0","-0.029"
"SL","2023-04-01","82.2","1.57","6.16","Steele, Justin",592885,657006,,"ball",,,,,11,"Christian Yelich strikes out on a foul tip.","R","L","L","CHC","MIL","B",,,0,1,2023,"-1.65","0.1","-0.48","3.57",,,,2,6,"Top",,,,,571466,,,-1.462060627279349,-119.74210277317883,0.4541176924822492,-15.508003935932717,23.897265793697766,-31.48276925187588,"3.28","1.62",,,,"81.9",2699,"6.1",718758,657006,571466,543333,663538,663611,621020,664023,641355,641820,"54.37",,,,,,,,39,2,"Slider",0,0,0,0,0,0,0,0,"Strategic","Standard",305,"0","0.014"
"SL","2023-04-01","82.8","1.62","6.16","Steele, Justin",592885,657006,,"called_strike",,,,,3,"Christian Yelich strikes out on a foul tip.","R","L","L","CHC","MIL","S",,,0,0,2023,"-1.24","0.23","0.53","3.33",,,,2,6,"Top",,,,,571466,,,-0.06015355409569806,-120.57973524351603,-0.3941154360721445,-12.04926439060702,25.213023168333567,-30.115928926260953,"3.33","1.69",,,,"82.6",2698,"6.3",718758,657006,571466,543333,663538,663611,621020,664023,641355,641820,"54.2",,,,,,,,39,1,"Slider",0,0,0,0,0,0,0,0,"Strategic","Standard",306,"0","-0.018"
"FF","2023-04-01","91.1","1.9","5.99","Steele, Justin",642715,657006,"strikeout","called_strike",,,,,6,"Willy Adames called out on strikes.","R","R","L","CHC","MIL","S",2,,3,2,2023,"0.03","0.74","0.53","2.37",,,,1,6,"Top",,,,,571466,,,-3.5173593713198503,-132.63630698063986,-4.825689298395892,1.07893012304231,28.596567239778512,-22.553730280195694,"3.53","1.8",,,,"91.5",2315,"6.5",718758,657006,571466,543333,663538,663611,621020,664023,641355,641820,"53.95",,,"0",1,0,0,,38,6,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",163,"0.025","-0.206"
"FF","2023-04-01","92.9","2.04","5.89","Steele, Justin",642715,657006,,"ball",,,,,12,"Willy Adames called out on strikes.","R","R","L","CHC","MIL","B",,,2,2,2023,"-0.15","0.83","1.34","3.31",,,,1,6,"Top",,,,,571466,,,-1.478836554626891,-135.48281353064678,-2.7719993389130675,-1.6609242914017073,23.98002716165448,-21.54558992174571,"3.42","1.73",,,,"94",2420,"6.4",718758,657006,571466,543333,663538,663611,621020,664023,641355,641820,"54.12",,,,,,,,38,5,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",168,"0","0.06"
"SL","2023-04-01","83.5","1.98","6.15","Steele, Justin",642715,657006,,"ball",,,,,12,"Willy Adames called out on strikes.","R","R","L","CHC","MIL","B",,,1,2,2023,"-1.12","0.39","1.5","3.5",,,,1,6,"Top",,,,,571466,,,1.094894162011979,-121.6221509697559,-0.4580960540369985,-11.342530934812793,23.006287585633583,-28.413493771525896,"3.53","1.82",,,,"83.4",2697,"6.1",718758,657006,571466,543333,663538,663611,621020,664023,641355,641820,"54.42",,,,,,,,38,4,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",304,"0","0.028"
"FF","2023-04-01","91.4","1.81","6.04","Steele, Justin",642715,657006,,"foul",,,,,12,"Willy Adames called out on strikes.","R","R","L","CHC","MIL","S",,,1,1,2023,"-0.09","0.83","0.05","3.76",,,,1,6,"Top",,,,,571466,,,-4.260501105318441,-133.21682519668252,-1.7650591165989669,-0.2649942808353759,24.413630059044966,-22.02645201304535,"3.4","1.68",125,"77.4",12,"92.3",2374,"6.4",718758,657006,571466,543333,663538,663611,621020,664023,641355,641820,"54.07",,,,,,,,38,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",170,"0","-0.044"
"FF","2023-04-01","91.7","1.94","6.05","Steele, Justin",642715,657006,,"foul",,,,,6,"Willy Adames called out on strikes.","R","R","L","CHC","MIL","S",,,1,0,2023,"-0.32","0.98","0.28","2.67",,,,1,6,"Top",,,,,571466,,,-3.515581364800387,-133.47873393618815,-4.828651759558911,-3.125027125209478,27.059555687699405,-19.6682884747789,"3.4","1.68",,,,"92.1",2592,"6.4",718758,657006,571466,543333,663538,663611,621020,664023,641355,641820,"54.12",,,,,,,,38,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",173,"0","-0.033"
"SL","2023-04-01","82.8","1.84","6.12","Steele, Justin",642715,657006,,"ball",,,,,13,"Willy Adames called out on strikes.","R","R","L","CHC","MIL","B",,,0,0,2023,"-1.39","-0.35","-0.74","1.3",,,,1,6,"Top",,,,,571466,,,-3.171414135183875,-120.59430777588477,-3.7998633418629244,-12.885897646645347,24.46298301403796,-35.04314073439027,"3.4","1.69",,,,"82.7",2818,"6.3",718758,657006,571466,543333,663538,663611,621020,664023,641355,641820,"54.2",,,,,,,,38,1,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",318,"0","0.026"
"SL","2023-04-01","81.6","2.01","6.19","Steele, Justin",670712,657006,"field_out","hit_into_play",,,,,7,"Mike Brosseau grounds out, shortstop Dansby Swanson to first baseman Eric Hosmer.","R","R","L","CHC","MIL","X",6,"ground_ball",1,1,2023,"-1.91","-0.21","-0.39","1.84",,,,0,6,"Top",107.68,153.83,,,571466,,,-1.7295987643217763,-118.81746781166595,-2.721024851451495,-17.53566716370927,25.580281685042728,-33.79885198213259,"3.27","1.48",4,"81.5",-23,"81.1",2845,"6.2",718758,657006,571466,543333,663538,663611,621020,664023,641355,641820,"54.34",0.051,0.046,"0",1,0,0,2,37,3,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",300,"0.033","-0.226"
"SL","2023-04-01","82.2","2.04","6.19","Steele, Justin",670712,657006,,"called_strike",,,,,2,"Mike Brosseau grounds out, shortstop Dansby Swanson to first baseman Eric Hosmer.","R","R","L","CHC","MIL","S",,,1,0,2023,"-1.75","-0.11","-0.18","2.78",,,,0,6,"Top",,,,,571466,,,-1.6455050572820287,-119.69687050483094,-0.9284615472620072,-16.355810527829455,25.59615726477305,-33.23139477392078,"3.2","1.49",,,,"81.5",2810,"6.1",718758,657006,571466,543333,663538,663611,621020,664023,641355,641820,"54.45",,,,,,,,37,2,"Slider",0,0,0,0,0,0,0,0,"Strategic","Standard",289,"0","-0.048"
"SL","2023-04-01","81.5","1.78","6.21","Steele, Justin",670712,657006,,"ball",,,,,13,"Mike Brosseau grounds out, shortstop Dansby Swanson to first baseman Eric Hosmer.","R","R","L","CHC","MIL","B",,,0,0,2023,"-1.59","-0.02","-1.47","1.42",,,,0,6,"Top",,,,,571466,,,-4.241419641197502,-118.57368357293784,-4.059738231210682,-14.034803413403969,24.069600107773457,-31.80491746335939,"3.26","1.49",,,,"81",2738,"6.1",718758,657006,571466,543333,663538,663611,621020,664023,641355,641820,"54.38",,,,,,,,37,1,"Slider",0,0,0,0,0,0,0,0,"Strategic","Standard",301,"0","0.037"
"SL","2023-04-01","83.3","1.88","6.09","Steele, Justin",686894,657006,"field_out","hit_into_play",,,,,5,"Joey Wiemer flies out to center fielder Cody Bellinger.","R","R","L","CHC","MIL","X",8,"fly_ball",0,0,2023,"-1.37","-0.1","0.27","2.38",,,680911,2,5,"Top",148.64,81.05,,,571466,,,-1.018926660086426,-121.46629312382723,-1.918851454853308,-13.418733138144606,22.87864903963494,-33.04085521250703,"3.55","1.63",343,"97.5",20,"83.5",2369,"6.2",718758,657006,571466,543333,663538,663611,621020,664023,641355,641820,"54.31",0.303,0.342,"0",1,0,0,4,32,1,"Slider",0,0,0,0,0,0,0,0,"Strategic","Standard",306,"0.031","-0.24"
"FF","2023-04-01","93","1.97","5.9","Steele, Justin",680911,657006,"single","hit_into_play",,,,,8,"Owen Miller singles on a ground ball to shortstop Dansby Swanson.","R","R","L","CHC","MIL","X",6,"ground_ball",1,2,2023,"0.05","0.83","-0.01","1.76",,,,2,5,"Top",113.62,149.07,,,571466,,,-5.20775347479122,-135.2677646754952,-6.7238072387306485,1.6944583950818701,27.464799644965098,-20.7685878196426,"3.13","1.36",15,"107",-6,"93.9",2362,"6.7",718758,657006,571466,543333,663538,663611,621020,664023,641355,641820,"53.8",0.36,0.327,"0.9",1,1,0,2,31,5,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",165,"-0.017","0.163"
"SL","2023-04-01","83.6","1.9","6.07","Steele, Justin",680911,657006,,"foul",,,,,8,"Owen Miller singles on a ground ball to shortstop Dansby Swanson.","R","R","L","CHC","MIL","S",,,1,2,2023,"-1.35","0.05","-0.13","1.78",,,,2,5,"Top",,,,,571466,,,-2.0093510632324283,-121.6823416298903,-3.5373792287491543,-12.948842519521955,25.007083361656612,-31.222923367914007,"3.13","1.36",3,"63.3",-30,"83.5",2778,"6.3",718758,657006,571466,543333,663538,663611,621020,664023,641355,641820,"54.2",,,,,,,,31,4,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",307,"0","0"
"FF","2023-04-01","92.1","1.96","5.95","Steele, Justin",680911,657006,,"foul",,,,,4,"Owen Miller singles on a ground ball to shortstop Dansby Swanson.","R","R","L","CHC","MIL","S",,,0,1,2023,"-0.37","1","-0.66","2.37",,,,2,5,"Top",,,,,571466,,,-5.871826971814315,-134.00057691376134,-5.467746021210009,-3.271168238056218,27.54856597724819,-19.137800536714032,"3.13","1.36",112,"52.5",57,"92.6",2392,"6.5",718758,657006,571466,543333,663538,663611,621020,664023,641355,641820,"54.04",,,,,,,,31,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",169,"0","-0.024"
"FF","2023-04-01","92.7","1.91","5.97","Steele, Justin",680911,657006,,"called_strike",,,,,1,"Owen Miller singles on a ground ball to shortstop Dansby Swanson.","R","R","L","CHC","MIL","S",,,0,0,2023,"-0.43","1.07","-0.77","2.74",,,,2,5,"Top",,,,,571466,,,-5.941813039581489,-134.98070028353027,-4.856654755461164,-4.0263148914047555,27.465013729146374,-18.21707749672911,"3.13","1.37",,,,"93.4",2422,"6.5",718758,657006,571466,543333,663538,663611,621020,664023,641355,641820,"53.96",,,,,,,,31,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",164,"0","-0.018"
"SL","2023-04-01","82.5","1.81","6.11","Steele, Justin",605119,657006,"field_out","hit_into_play",,,,,5,"Brian Anderson grounds out, shortstop Dansby Swanson to first baseman Eric Hosmer.","R","R","L","CHC","MIL","X",6,"ground_ball",2,2,2023,"-1.45","-0.22","-0.05","2.3",,,,1,5,"Top",103.97,152.62,,,571466,,,-1.4154618053967298,-120.16232621847085,-1.6819088893916132,-13.678239805952884,25.329381276849695,-34.14034425353493,"3.38","1.58",20,"97.2",-6,"82.1",2633,"6.1",718758,657006,571466,543333,663538,663611,621020,664023,641355,641820,"54.36",0.251,0.255,"0",1,0,0,2,30,5,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",316,"0.021","-0.147"
"FF","2023-04-01","91.9","1.95","5.96","Steele, Justin",605119,657006,,"ball",,,,,12,"Brian Anderson grounds out, shortstop Dansby Swanson to first baseman Eric Hosmer.","R","R","L","CHC","MIL","B",,,1,2,2023,"-0.08","0.91","0.43","3.53",,,,1,5,"Top",,,,,571466,,,-3.6874004814401475,-133.85699510833516,-2.324600566826407,-0.23807923352118077,27.613807985999912,-20.94144967843948,"3.38","1.54",,,,"92.4",2401,"6.4",718758,657006,571466,543333,663538,663611,621020,664023,641355,641820,"54.05",,,,,,,,30,4,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",176,"0","0.028"
"SL","2023-04-01","81.5","1.92","6.14","Steele, Justin",605119,657006,,"swinging_strike",,,,,5,"Brian Anderson grounds out, shortstop Dansby Swanson to first baseman Eric Hosmer.","R","R","L","CHC","MIL","S",,,1,1,2023,"-1.97","-0.25","-0.07","2.39",,,,1,5,"Top",,,,,571466,,,-0.6664314374765767,-118.64690854246781,-1.2258231463355596,-18.241716122408036,26.878861655246585,-34.478089117693166,"3.38","1.58",,,,"80.7",2378,"6.1",718758,657006,571466,543333,663538,663611,621020,664023,641355,641820,"54.35",,,,,,,,30,3,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",305,"0","-0.044"
"FF","2023-04-01","91","2","5.99","Steele, Justin",605119,657006,,"swinging_strike",,,,,1,"Brian Anderson grounds out, shortstop Dansby Swanson to first baseman Eric Hosmer.","R","R","L","CHC","MIL","S",,,1,0,2023,"-0.27","0.82","-0.71","3.16",,,,1,5,"Top",,,,,571466,,,-6.251781377419902,-132.45616814512545,-3.012960642913176,-1.9468349861687662,26.480362505494394,-22.08998341562999,"3.38","1.58",,,,"91.7",2229,"6.6",718758,657006,571466,543333,663538,663611,621020,664023,641355,641820,"53.95",,,,,,,,30,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",167,"0","-0.033"
